serial_no,procedure_name,cghs_rate,nabh_hospital_rate,non_nabh_hospital_rate,category
1074,Subcutaneous Pedicle Flaps Raising,6900.0,7935.0,6900.0,Surgery
1075,Subcutaneous Pedicle Flaps Delay,5950.0,6843.0,5950.0,Surgery
1076,Subcutaneous Pedicle Flaps Transfer,5950.0,6843.0,5950.0,Surgery
1077,Cartilage Grafting,8625.0,9919.0,8625.0,Surgery
1078,Reduction of Facial Fractures of Nose,1380.0,1587.0,1380.0,Surgery
1079,Reduction of Facial Fractures of Maxilla,8000.0,9200.0,8000.0,Surgery
1080,Reduction of Fractures of Mandible & Maxilla - Eyelet Splinting,7475.0,8596.0,7475.0,Surgery
1081,Reduction of Fractures of Mandible & Maxilla - Cast Metal Splints,6900.0,7935.0,6900.0,Surgery
1082,Reduction of Fractures of Mandible & Maxilla - Gunning Splints,7500.0,8625.0,7500.0,Surgery
1083,Internal Wire Fixation of Mandible & Maxilla,11500.0,13225.0,11500.0,Surgery
1084,Cleft Lip - repair.,11500.0,13225.0,11500.0,Surgery
1085,Cleft Palate Repair,12650.0,14548.0,12650.0,Surgery
1086,Primary Bone Grafting for alveolar cleft in Cleft Lip,11500.0,13225.0,11500.0,Surgery
1087,Secondary Surgery for Cleft Lip Deformity,10000.0,11500.0,10000.0,Surgery
1088,Secondary Surgery for Cleft Palate,12650.0,14548.0,12650.0,Surgery
1089,Reconstruction of Eyelid Defects - Minor,6325.0,7274.0,6325.0,Surgery
1090,Reconstruction of Eyelid Defects - Major,8500.0,9775.0,8500.0,Surgery
1091,Plastic Surgery of Different Regions of the Ear - Minor,8050.0,9258.0,8050.0,Surgery
1092,Plastic Surgery of Different Regions of the Ear - Major,10350.0,11903.0,10350.0,Surgery
1093,Plastic Surgery of the Nose - Minor,8050.0,9258.0,8050.0,Surgery
1094,Plastic Surgery of the Nose - Major,9500.0,10925.0,9500.0,Surgery
1095,Plastic Surgery for Facial Paralysis (Support with Reanimation),16100.0,18515.0,16100.0,Surgery
1096,Pendulous Breast - Mammoplasty,13000.0,14950.0,13000.0,Surgery
1097,Underdeveloped Breast Mammoplasty,12000.0,13800.0,12000.0,Surgery
1098,After Mastectomy (Reconstruction)Mammoplasty,12000.0,13800.0,12000.0,Surgery
1099,Syndactyly Repair,12750.0,14663.0,12750.0,Surgery
1100,Dermabrasion Face,13225.0,15209.0,13225.0,Surgery
1101,upto 30% Burns 1st Dressing,152.0,175.0,152.0,Surgery
1102,upto 30% Burns Subsequent Dressing,124.0,143.0,124.0,Surgery
1103,30% to 50% Burns 1st Dressing,193.0,222.0,193.0,Surgery
1104,30% to 50% Burns Subsequent Dressing,152.0,175.0,152.0,Surgery
1105,Extensive Burn -above 50% Frist Dressing,276.0,317.0,276.0,Surgery
1106,Extensive Burn -above 50% Subsequent dressing,193.0,222.0,193.0,Surgery
1107,Plaster Work,255.0,293.0,255.0,Surgery
1108,Fingers (post slab),259.0,298.0,259.0,Surgery
1109,Fingers full plaster,259.0,298.0,259.0,Surgery
1110,Colles Fracture - Below elbow,978.0,1125.0,978.0,Surgery
1111,Colles Fracture - Full plaster,994.0,1143.0,994.0,Surgery
1112,Colles fracture Ant. Or post. slab,400.0,460.0,400.0,Surgery
1113,Above elbow full plaster,173.0,199.0,173.0,Surgery
1114,Above Knee post-slab,575.0,661.0,575.0,Surgery
1115,Below Knee full plaster,173.0,199.0,173.0,Surgery
1116,Below Knee post-slab,718.0,826.0,718.0,Surgery
1117,Tube Plaster (or plaster cylinder),800.0,920.0,800.0,Surgery
1118,Above knee full plaster,1265.0,1455.0,1265.0,Surgery
1119,Above knee full slab,1158.0,1332.0,1158.0,Surgery
1120,Minerva Jacket,2415.0,2777.0,2415.0,Surgery
1121,Plaster Jacket,2185.0,2513.0,2185.0,Surgery
1122,Shoulder spica,1955.0,2248.0,1955.0,Surgery
1123,Single Hip spica,2243.0,2579.0,2243.0,Surgery
1124,Double Hip spica,2760.0,3174.0,2760.0,Surgery
1125,Strapping of Finger,179.0,206.0,179.0,Surgery
1126,Strapping of Toes,180.0,207.0,180.0,Surgery
1127,Strapping of Wrist,230.0,265.0,230.0,Surgery
1128,Strapping of Elbow,262.0,301.0,262.0,Surgery
1129,Strapping of Knee,345.0,397.0,345.0,Surgery
1130,Strapping of Ankle,345.0,397.0,345.0,Surgery
1131,Strapping of Chest,460.0,529.0,460.0,Surgery
1132,Strapping of Shoulder,518.0,596.0,518.0,Surgery
1133,Figure of 8 bandage,518.0,596.0,518.0,Surgery
1134,Collar and cuff sling,255.0,293.0,255.0,Surgery
1135,Ball bandage,400.0,460.0,400.0,Surgery
1136,Application of POP Casts for Upper & Lower Limbs,633.0,728.0,633.0,Surgery
1137,Application of Functional Cast Brace,1350.0,1553.0,1350.0,Surgery
1138,Application of Skin Traction,690.0,794.0,690.0,Surgery
1139,Application of Skeletal Tractions,949.0,1091.0,949.0,Surgery
1140,Bandage & Strappings for Fractures,552.0,635.0,552.0,Surgery
1141,Aspiration & Intra Articular Injections,575.0,661.0,575.0,Surgery
1142,Application of POP Spices & Jackets,2473.0,2844.0,2473.0,Surgery
1143,Close Reduction of Fractures of Limb & POP,2600.0,2990.0,2600.0,Surgery
1144,Reduction of Compound Fractures,2760.0,3174.0,2760.0,Surgery
1145,Open Reduction & Internal Fixation (ORIF) of Fingers & Toes,5175.0,5951.0,5175.0,Surgery
1146,Open Reduction of fracture of Long Bones of Upper / Lower Limb -Nailing & External Fixation,8050.0,9258.0,8050.0,Surgery
1147,Open Reduction of fracture of Long Bones of Upper / Lower Limb -AO Procedures,9660.0,11109.0,9660.0,Surgery
1148,Tension Band Wirings,5658.0,6507.0,5658.0,Surgery
1149,Bone Grafting,6601.0,7591.0,6601.0,Surgery
1150,Excision of Bone Tumours,6900.0,7935.0,6900.0,Surgery
1151,Excision or other Operations for Scaphoid Fractures,7188.0,8266.0,7188.0,Surgery
1152,Sequestrectomy & Saucerisation,6900.0,7935.0,6900.0,Surgery
1153,Sequestrectomy & Saucerizations -Arthrotomy,9971.0,11467.0,9971.0,Surgery
1154,Multiple Pinning Fracture Neck Femur,11500.0,13225.0,11500.0,Surgery
1155,Plate Fixations for Fracture Neck Femur,13500.0,15525.0,13500.0,Surgery
1156,AO Compression Procedures for Fracture Neck Femur,16560.0,19044.0,16560.0,Surgery
1157,Open Reduction of Fracture Neck Femur Muscle Pedicle Graft and Internal Fixations,19500.0,22425.0,19500.0,Surgery
1158,Close Reduction of Dislocations,3174.0,3650.0,3174.0,Surgery
1159,Open Reduction of Dislocations,3439.0,3955.0,3439.0,Surgery
1160,Open Reduction & Internal Fixation (ORIF) of Fracture Dislocation,13500.0,15525.0,13500.0,Surgery
1161,Neurolysis/Nerve repair,13800.0,15870.0,13800.0,Surgery
1162,Nerve Repair with Grafting,16675.0,19176.0,16675.0,Surgery
1163,Tendon with Transplant or Graft,10350.0,11903.0,10350.0,Surgery
1164,Tendon Lengthening/Tendon repair,8050.0,9258.0,8050.0,Surgery
1165,Tendon Transfer,3105.0,3571.0,3105.0,Surgery
1166,Laminectomy Excision Disc and Tumours,4830.0,5555.0,4830.0,Surgery
1167,Split Osteotomy and Internal Fixations,24150.0,27773.0,24150.0,Surgery
1168,Anterolateral decompression for tuberculosis/ Costo- Transversectomy,3450.0,3968.0,3450.0,Surgery
1169,Antereolateral Decompression and Spine Fusion,19350.0,22253.0,19350.0,Surgery
1170,Corrective Osteotomy & Internal Fixation- short bones,13800.0,15870.0,13800.0,Surgery
1171,Corrective Osteotomy & Internal Fixation- long bones,11040.0,12696.0,11040.0,Surgery
1172,Arthrodesis of - Minor Joints,10350.0,11903.0,10350.0,Surgery
1173,Arthrodesis of - Major Joints,10000.0,11500.0,10000.0,Surgery
1174,Soft Tissue Operations for Congenital Talipes Equinovarus (CTEV),8050.0,9258.0,8050.0,Surgery
1175,Soft Tissue Operations for Polio,6900.0,7935.0,6900.0,Surgery
1176,Hemiarthroplasty- Hip,20000.0,23000.0,20000.0,Surgery
1177,Hemiarthroplasty- Shoulder,20000.0,23000.0,20000.0,Surgery
1178,Operations for Brachial Plexus & Cervical Rib,24150.0,27773.0,24150.0,Surgery
1179,Amputations - Below Knee,6900.0,7935.0,6900.0,Surgery
1180,Amputations - Below Elbow,6843.0,7869.0,6843.0,Surgery
1181,Amputations - Above Knee,8050.0,9258.0,8050.0,Surgery
1182,Amputations - Above Elbow,6843.0,7869.0,6843.0,Surgery
1183,Amputations - Forequarter,13225.0,15209.0,13225.0,Surgery
1184,Amputations -Hind Quarter and Hemipelvectomy,18400.0,21160.0,18400.0,Surgery
1185,Disarticulations - Major joint,20700.0,23805.0,20700.0,Surgery
1186,Disarticulations - Minor joint,12650.0,14548.0,12650.0,Surgery
1187,Arthrography,9200.0,10580.0,9200.0,Surgery
1188,Arthroscopy - Diagnostic,8568.0,9853.0,8568.0,Surgery
1189,Arthroscopy-therapeutic: without implant,10000.0,11500.0,10000.0,Surgery
1190,Arthroscopy-therapeutic: with implant,17250.0,19838.0,17250.0,Surgery
1191,Soft Tissue Operation on Joints -Small,6900.0,7935.0,6900.0,Surgery
1192,Soft Tissue Operation on Joints -Large,13500.0,15525.0,13500.0,Surgery
1193,Myocutaneous and Fasciocutaneous Flap Procedures for Limbs,18630.0,21425.0,18630.0,Surgery
1194,Removal of Wires & Screw,1760.0,2024.0,1760.0,Surgery
1195,Removal of Plates,4140.0,4761.0,4140.0,Surgery
1196,Total Hip Replacement (THR),79000.0,90850.0,79000.0,Surgery
1197,Total Ankle Joint Replacement,95400.0,109710.0,95400.0,Surgery
1198,Total Knee Joint Replacement (TKR),110000.0,126500.0,110000.0,Surgery
1199,Total Shoulder Joint Replacement,79000.0,90850.0,79000.0,Surgery
1200,Total Elbow Joint Replacement,79000.0,90850.0,79000.0,Surgery
1201,Total Wrist Joint Replacement,100000.0,115000.0,100000.0,Surgery
1202,Total finger joint replacement,20000.0,23000.0,20000.0,Surgery
1203,Tubular external fixator,4600.0,5290.0,4600.0,Surgery
1204,Ilizarov's external fixator,7763.0,8927.0,7763.0,Surgery
1205,Pelvi-acetebular fracture -Internal fixation,8625.0,9919.0,8625.0,Surgery
1206,Meniscectomy,12000.0,13800.0,12000.0,Surgery
1207,Meniscus Repair,10000.0,11500.0,10000.0,Surgery
1208,Anterior Cruciate Ligament (ACL) Reconstruction,8500.0,9775.0,8500.0,Surgery
1209,Posterior Cruciate Ligament (PCL) Reconstruction,13500.0,15525.0,13500.0,Surgery
1210,Knee Collateral Ligament Reconstruction,12500.0,14375.0,12500.0,Surgery
1211,Bankart Repair Shoulder,13200.0,15180.0,13200.0,Surgery
1212,RC Repair,1500.0,1725.0,1500.0,Surgery
1213,Biceps tenodesis,14000.0,16100.0,14000.0,Surgery
1214,Distal biceps tendon repair,10380.0,11937.0,10380.0,Surgery
1215,Arthrolysis of knee,12500.0,14375.0,12500.0,Surgery
1216,Capsulotomy of Shoulder,15800.0,18170.0,15800.0,Surgery
1217,Conservative Plaster of Paris (POP),1200.0,1380.0,1200.0,Surgery
1218,Application for CTEV per sitting,1200.0,1380.0,1200.0,Surgery
1219,Total Hip Replacement (THR) Revision Stage-I,17000.0,19550.0,17000.0,Surgery
1220,Total Hip Replacement (THR) Revision Stage-II,50000.0,57500.0,50000.0,Surgery
1221,Total Knee Replacement (TKR) Revision Stage-I,35000.0,40250.0,35000.0,Surgery
1222,Total Knee Replacement (TKR) Revision Stage-II,35000.0,40250.0,35000.0,Surgery
1223,Illizarov/ external fixation for limb lengthening/ deformity correction,12500.0,14375.0,12500.0,Surgery
1224,Discectomy/ Micro Discectomy,12500.0,14375.0,12500.0,Surgery
1225,Laminectomy,4646.0,5343.0,4646.0,Surgery
1226,Spinal Fixation Cervical/dorsolumbar/ lumbosacral,16000.0,18400.0,16000.0,Surgery
1227,Fusion Surgery Cervical/ Lumbar Spine upto 2 Level,22000.0,25300.0,22000.0,Surgery
1228,Spinal Fusion Surgery Cervical/ Lumbar Spine -More than 2 Level,12000.0,13800.0,12000.0,Surgery
1229,Scoliosis Surgery/ Deformity Correction of Spine,25000.0,28750.0,25000.0,Surgery
1230,Vertebroplasty,12000.0,13800.0,12000.0,Surgery
1231,Spinal Injections,450.0,518.0,450.0,Surgery
1232,Dynamic Hip Screw (DHS) for Fracture Neck Femur,15000.0,17250.0,15000.0,Surgery
1233,Proximal Femoral Nail (PFN for IT Fracture),14000.0,16100.0,14000.0,Surgery
1234,Spinal Osteotomy,1434.0,1649.0,1434.0,Surgery
1235,Illizarov’s / External Fixation for Trauma,13000.0,14950.0,13000.0,Surgery
1236,Soft Tissue Operations for Polio/ Cerebral Palsy,10557.0,12141.0,10557.0,Surgery
1237,Mini Fixator for Hand/Foot,9000.0,10350.0,9000.0,Surgery
1238,Other Major Surgery-Orthopedics,38250.0,43988.0,38250.0,Surgery
1239,Other Minor Surgery-Orthopedics,11883.0,13665.0,11883.0,Surgery
1240,Ultrasonic therapy,78.0,90.0,78.0,Surgery
1241,Shortwave Diathermy (SWD),78.0,90.0,78.0,Surgery
1242,Electrical stimulation (therapeutic),78.0,90.0,78.0,Surgery
1243,Muscle testing and diagnostic,71.0,82.0,71.0,Test
1244,Infrared,78.0,90.0,78.0,Surgery
1245,Ultraviolet Therapeutic (UV Therapeutic) dose,58.0,67.0,58.0,Surgery
1246,Intermittent Lumbar Traction,78.0,90.0,78.0,Surgery
1247,Intermittent Cervical traction,75.0,86.0,75.0,Surgery
1248,Wax bath,75.0,86.0,75.0,Surgery
1249,Hot pack,78.0,90.0,78.0,Surgery
1250,Breathing Exercises & Postural Drainage,50.0,58.0,50.0,Surgery
1251,Cerebral Palsy – exercise,50.0,58.0,50.0,Surgery
1252,Post – polio exercise,50.0,58.0,50.0,Surgery
1253,Cobalt 60 therapy,63750.0,73313.0,63750.0,Surgery
1254,Cobalt 60 therapy- Radical therapy,68425.0,78689.0,68425.0,Surgery
1255,Cobalt 60 therapy- Palliative therapy,24438.0,28104.0,24438.0,Surgery
1256,Linear accelerator,29750.0,34213.0,29750.0,Surgery
1257,Linear accelerator- Radical therapy,58650.0,67448.0,58650.0,Surgery
1258,Linear accelerator- Palliative therapy,34213.0,39345.0,34213.0,Surgery
1259,3D Planning,4888.0,5621.0,4888.0,Surgery
1260,2D Planning,4888.0,5621.0,4888.0,Surgery
1261,IMRT(Intensity Modulated radiotherapy),100878.0,116010.0,100878.0,Surgery
1262,SRT (Stereotactic radiotherapy),60996.0,70145.0,60996.0,Surgery
1263,SRS(Stereotactic radio surgery),80546.0,92628.0,80546.0,Surgery
1264,IGRT(Image guided radiotherapy),147016.0,169068.0,147016.0,Surgery
1265,Respiratory Gating-alongwith Linear accelerator planning,110000.0,126500.0,110000.0,Surgery
1266,Electron beam with Linear accelerator,67473.0,77594.0,67473.0,Surgery
1267,Tomotherapy,79400.0,91310.0,79400.0,Surgery
1268,Intracavitary (Brachytherapy),11730.0,13490.0,11730.0,Surgery
1269,Interstitial (Brachytherapy),58650.0,67448.0,58650.0,Surgery
1270,Intraluminal (Brachytherapy),9775.0,11241.0,9775.0,Surgery
1271,Surface mould (Brachytherapy),4644.0,5341.0,4644.0,Surgery
1272,Gliadel Wafer (Brachytherapy),93900.0,107985.0,93900.0,Surgery
1273,Neoadjuvant Chemotherapy,863.0,992.0,863.0,Surgery
1274,Adjuvant Chemotherapy,863.0,992.0,863.0,Surgery
1275,Concurrent-chemoradiation,920.0,1058.0,920.0,Surgery
1276,Single drug Chemotherapy,552.0,635.0,552.0,Surgery
1277,Multiple drugs Chemotherapy,897.0,1032.0,897.0,Surgery
1278,Targeted therapy,920.0,1058.0,920.0,Surgery
1279,Chemoport facility,920.0,1058.0,920.0,Surgery
1280,PICC line (peripherally inserted Central Cannulisation),920.0,1058.0,920.0,Surgery
1281,Upper GI Endoscopy + Lower GI Endoscopy,1725.0,1984.0,1725.0,Scan
1282,Diagnostic endoscopy,250.0,288.0,250.0,Scan
1283,Endoscopic biopsy,345.0,397.0,345.0,Surgery
1284,Endoscopic mucosal resection,1543.0,1774.0,1543.0,Surgery
1285,Oesophageal stricture dilatation,1725.0,1984.0,1725.0,Surgery
1286,Balloon dilatation of achalasia cardia,2875.0,3306.0,2875.0,Surgery
1287,Foreign body removal,1725.0,1984.0,1725.0,Surgery
1288,Oesophageal stenting,3000.0,3450.0,3000.0,Surgery
1289,Band ligation of oesophageal varices,2500.0,2875.0,2500.0,Surgery
1290,Sclerotherapy of oesophageal varices,2500.0,2875.0,2500.0,Surgery
1291,Glue injection of varices,2500.0,2875.0,2500.0,Surgery
1292,Argon plasma coagulation,4025.0,4629.0,4025.0,Surgery
1293,Pyloric balloon dilatation,2415.0,2777.0,2415.0,Surgery
1294,Enteranal stenting,3680.0,4232.0,3680.0,Surgery
1295,Duodenal stricture dilation,990.0,1139.0,990.0,Surgery
1296,Single balloon enteroscopy,4000.0,4600.0,4000.0,Surgery
1297,Double balloon enteroscopy,3500.0,4025.0,3500.0,Surgery
1298,Capsule endoscopy,4950.0,5693.0,4950.0,Scan
1299,Piles banding,1099.0,1264.0,1099.0,Surgery
1300,Colonic stricture dilatation,2737.0,3148.0,2737.0,Surgery
1301,Hot biopsy forceps procedures,3000.0,3450.0,3000.0,Surgery
1302,Colonic stenting,2737.0,3148.0,2737.0,Surgery
1303,Junction biopsy,2000.0,2300.0,2000.0,Surgery
1304,Conjugal microscopy,4000.0,4600.0,4000.0,Surgery
1305,Endoscopic sphincterotomy,2415.0,2777.0,2415.0,Surgery
1306,Common Bile Duct (CBD) stone extraction,2415.0,2777.0,2415.0,Scan
1307,Common Bile Duct (CBD) stricture dilatation,6500.0,7475.0,6500.0,Scan
1308,Biliary stenting (plastic and metallic),4830.0,5555.0,4830.0,Surgery
1309,Mechanical lithotripsy of CBD stones,8000.0,9200.0,8000.0,Surgery
1310,Pancreatic sphincterotomy,6375.0,7331.0,6375.0,Surgery
1311,Pancreatic stricture dilatation,5750.0,6613.0,5750.0,Surgery
1312,Pancreatic stone extraction,10098.0,11613.0,10098.0,Surgery
1313,Mechanical lithotripsy of pancreatic stones,11385.0,13093.0,11385.0,Surgery
1314,Endoscopic cysto gastrostomy,8050.0,9258.0,8050.0,Surgery
1315,Balloon dilatation of papilla,6900.0,7935.0,6900.0,Surgery
1317,Ultrasound guided abscess Drainage,720.0,828.0,720.0,Scan
1318,Percutaneous Transhepatic Biliary Drainage (PTBD),1150.0,1323.0,1150.0,Surgery
1319,Diagnostic angiography,2000.0,2300.0,2000.0,Scan
1320,Vascular embolization,15100.0,17365.0,15100.0,Surgery
1321,Transjugular Intrahepatic Portosystemic Shunt (TIPS),5400.0,6210.0,5400.0,Surgery
1322,Inferior vena cava (IVC) Venography and Hepatic vein (HV) Venography,34212.0,39344.0,34212.0,Surgery
1323,Muscular stenting,97750.0,112413.0,97750.0,Surgery
1324,Balloon-occluded Retrograde Intravenous Obliteration (BRTO),57500.0,66125.0,57500.0,Surgery
1325,Portal haemodymic studies,1913.0,2200.0,1913.0,Surgery
1326,Manometry and PH metry,1612.0,1854.0,1612.0,Surgery
1327,Oesophageal PH metry,5000.0,5750.0,5000.0,Surgery
1328,Oesophageal manometry,5000.0,5750.0,5000.0,Surgery
1329,Small bowel manometry,6800.0,7820.0,6800.0,Surgery
1330,Anorectal manometry,6800.0,7820.0,6800.0,Surgery
1331,Colonic manometry,7650.0,8798.0,7650.0,Surgery
1332,Biliary manometry,7650.0,8798.0,7650.0,Surgery
1333,Sengstaken blackenesse tube tempode,2875.0,3306.0,2875.0,Surgery
1334,Lintas machles tube tempode,2875.0,3306.0,2875.0,Surgery
1335,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase,350.0,403.0,350.0,Test
1336,Breath tests,300.0,345.0,300.0,Test
1337,Extracorporeal Shortwave Lithotripsy (ESWL) (Select CGHS rate code 888 for approved rate),41400.0,47610.0,41400.0,Scan
1338,Liver biopsy,1380.0,1587.0,1380.0,Surgery
1339,Dental IOPA X-ray,50.0,58.0,50.0,Scan
1340,Occlusal X-ray,78.0,90.0,78.0,Scan
1341,OPG X-ray,196.0,225.0,196.0,Scan
1342,Lung Ventilation & Perfusion Scan (V/Q Scan),3600.0,4140.0,3600.0,Scan
1343,Lung Perfusion Scan,2000.0,2300.0,2000.0,Scan
1344,Whole Body Bone Scan with SPECT.,3421.0,3934.0,3421.0,Scan
1345,Three phase whole body Bone Scan,3421.0,3934.0,3421.0,Scan
1346,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,9775.0,11241.0,9775.0,Scan
1347,Radionuclide Cisternography for CSF leak,3740.0,4301.0,3740.0,Surgery
1348,Gastro esophageal Reflux Study (GER Study),1955.0,2248.0,1955.0,Surgery
1349,Gastro intestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.,3421.0,3934.0,3421.0,Test
1350,Hepatobiliary Scintigraphy.,2444.0,2811.0,2444.0,Surgery
1351,Meckel's Scan,1955.0,2248.0,1955.0,Scan
1352,Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,1870.0,2151.0,1870.0,Surgery
1353,Gastric emptying,1275.0,1466.0,1275.0,Surgery
1354,Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA),3421.0,3934.0,3421.0,Surgery
1355,Dynamic Renography.,3421.0,3934.0,3421.0,Surgery
1356,Dynamic Renography with Diuretic.,3421.0,3934.0,3421.0,Surgery
1357,Dynamic Renography with Captopril,1960.0,2254.0,1960.0,Surgery
1358,Testicular Scan,1445.0,1700.0,1445.0,Scan
1359,Thyroid Uptake measurements with 131-Iodine.,1564.0,1799.0,1564.0,Surgery
1360,Thyroid Scan with Technetium 99m Pertechnetate.,1615.0,1900.0,1615.0,Scan
1361,Iodine-131 Whole Body Scan,2933.0,3373.0,2933.0,Scan
1362,Whole Body Scan with MIBG,17595.0,20234.0,17595.0,Scan
1363,Parathyroid Scan,4888.0,5621.0,4888.0,Scan
1364,131-lodine Therapy,1530.0,1760.0,1530.0,Surgery
1365,131-lodine Therapy <15mCi,3854.0,4432.0,3854.0,Surgery
1366,131-lodine Therapy 15-50mCi,4956.0,5699.0,4956.0,Surgery
1367,131-lodine Therapy 51-100mCi,12000.0,13800.0,12000.0,Surgery
1368,131-lodine Therapy >100mCi,15000.0,17250.0,15000.0,Surgery
1369,Phosphorus-32 therapy for metastatic bone pain palliation,5000.0,5750.0,5000.0,Surgery
1370,Samarium-153 therapy for metastatic bone pain palliation,10450.0,12018.0,10450.0,Surgery
1371,Radiosynovectomy with Yttrium,21250.0,24438.0,21250.0,Surgery
1372,Stress thallium / Myocardial Perfusion Scintigraphy,9450.0,10868.0,9450.0,Surgery
1373,Rest thallium / Myocardial Perfusion Scintigraphy,8000.0,9200.0,8000.0,Surgery
1374,Venography,3300.0,3795.0,3300.0,Surgery
1375,TMT,950.0,1120.0,950.0,Surgery
1376,Transoesophageal Echocardiography (TEE),489.0,562.0,489.0,Scan
1377,Lymph angiography,1613.0,1855.0,1613.0,Scan
1378,Scintimammography.,4800.0,5520.0,4800.0,Surgery
1379,Indium labelled octreotide Scan,73313.0,84310.0,73313.0,Scan
1380,FDG Whole body PET / CT Scan (with or without contrast),10000.0,11500.0,10000.0,Scan
1381,Brain / Heart FDG PET / CT Scan,10000.0,11500.0,10000.0,Scan
1382,Gallium-68 Peptide PET / CT imaging for Neuroendocrine Tumor,10000.0,11500.0,10000.0,Scan
1383,"Urine routine- pH, Specific gravity, sugar, protein and microscopy",35.0,40.0,35.0,Surgery
1384,Urine Microalbumin,70.0,81.0,70.0,Surgery
1385,Stool routine,35.0,40.0,35.0,Surgery
1386,Stool occult blood,24.0,28.0,24.0,Surgery
1387,Post coital smear examination,30.0,35.0,30.0,Surgery
1388,Semen analysis,35.0,40.0,35.0,Test
1389,Haemoglobin (Hb),18.0,21.0,18.0,Surgery
1390,Total Leucocytic Count (TLC),31.0,36.0,31.0,Surgery
1391,Differential Leucocytic Count (DLC),31.0,36.0,31.0,Surgery
1392,Erythrocyte Sedimentation Rate (ESR),25.0,29.0,25.0,Surgery
1393,"Total Red Cell count with MCV,MCH,MCHC,DRW",32.0,37.0,32.0,Surgery
1394,"Complete Haemogram/CBC, Hb,RBC count and indices,TLC, DLC, Platelet, ESR, Peripheral smear examination",135.0,155.0,135.0,Surgery
1395,Platelet count,48.0,55.0,48.0,Surgery
1396,Reticulocyte count,48.0,55.0,48.0,Surgery
1397,Absolute Eosinophil count (AEC),48.0,55.0,48.0,Surgery
1398,Packed Cell Volume (PCV),13.0,15.0,13.0,Surgery
1399,Peripheral Smear Examination,43.0,49.0,43.0,Surgery
1400,Smear for Malaria parasite,41.0,47.0,41.0,Surgery
1401,Bleeding Time,35.0,40.0,35.0,Surgery
1402,Osmotic fragility Test,50.0,58.0,50.0,Test
1403,Bone Marrow Smear Examination,70.0,81.0,70.0,Surgery
1404,Bone Marrow Smear Examination with iron stain,250.0,288.0,250.0,Surgery
1405,Bone Marrow Smear Examination and cytochemistry,440.0,506.0,440.0,Surgery
1406,Activated partial ThromboplastinTime (APTT),102.0,117.0,102.0,Surgery
1407,Rapid test for malaria(card test),44.0,51.0,44.0,Test
1408,WBC cytochemistry for leukemia -Complete panel,110.0,127.0,110.0,Surgery
1409,"Bleeding Disorder panel- PT, APTT, Thrombin Time Fibrinogen, D-Dimer/ Fibrinogen Degradation Products (FDP)",400.0,460.0,400.0,Surgery
1410,Factor Assays-Factor VIII,720.0,828.0,720.0,Surgery
1411,Factor Assays-Factor IX,680.0,782.0,680.0,Surgery
1412,Platelet Function test,50.0,58.0,50.0,Test
1413,"Tests for hypercoagulable states- Protein C, Protein S, Antithrombin",400.0,460.0,400.0,Test
1414,Tests for lupus anticoagulant,150.0,173.0,150.0,Test
1415,"Tests for Antiphospholipid antibody IgG, IgM ( for cardiolipin and B2 Glycoprotein 1)",500.0,575.0,500.0,Test
1416,Thalassemia studies (Red Cell indices and Hb HPLC),560.0,644.0,560.0,Surgery
1417,Tests for Sickling / Hb HPLC),77.0,89.0,77.0,Test
1418,Blood Group & RH Type,30.0,35.0,30.0,Surgery
1419,Cross match,50.0,58.0,50.0,Surgery
1420,Coomb’s Test Direct,90.0,104.0,90.0,Test
1421,Coomb’s Test Indirect,100.0,115.0,100.0,Test
1422,3 cell panel- antibody screening for pregnant female,170.0,196.0,170.0,Test
1423,11 cells panel for antibody identification,170.0,196.0,170.0,Surgery
1424,Hepatitis B surface antigen (HBsAg),102.0,117.0,102.0,Surgery
1425,Hepatitis C virus (HCV),128.0,147.0,128.0,Surgery
1426,Human immunodeficiency virus- HIV I and II,150.0,173.0,150.0,Surgery
1427,Venereal Disease Research Laboratory test (VDRL),43.0,49.0,43.0,Test
1428,RH Antibody titer,80.0,92.0,80.0,Surgery
1429,Platelet Concentrate,56.0,64.0,56.0,Surgery
1430,Random Donor Platelet(RDP)- (Select CGHS rate Code 1828 for approved rate),128.0,147.0,128.0,Scan
1431,Single Donor Platelet (SDP- Apheresis)- (Select CGHS rate Code 1830 for approved rate),150.0,173.0,150.0,Scan
1432,Routine-H & E,90.0,104.0,90.0,Surgery
1433,special stain,65.0,75.0,65.0,Surgery
1434,Immunohistochemistry(IHC),750.0,863.0,750.0,Surgery
1435,Frozen section,780.0,897.0,780.0,Surgery
1436,Paraffin section,343.0,394.0,343.0,Surgery
1437,Pap Smear,150.0,173.0,150.0,Surgery
1438,Body fluid for Malignant cells,150.0,173.0,150.0,Surgery
1439,Fine Needle Aspiration Cytology (FNAC),200.0,230.0,200.0,Surgery
1440,Leukemia panel /Lymphoma panel,1536.0,1766.0,1536.0,Surgery
1441,"Paroxysmal Nocturnal Hemoglobinuria (PNH) Panel-CD55,CD59",1000.0,1150.0,1000.0,Scan
