hospital_id,hospital_name,city,state,pincode,hospital_type,ownership_type,rating,beds,specialities,source_type,record_nature
HOSP03811,Lotus Belagavi MultiSpeciality Hospital Unit 2,Belagavi,Karnataka,735926,Clinic,Private,4.7,75,"Emergency, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03812,Metro Tirupati Clinic,Tirupati,Andhra Pradesh,774744,Multispeciality,Private,3.4,75,"Orthopedics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03813,City Bhopal Hospital,Bhopal,Madhya Pradesh,516712,Diagnostic Centre,Private,4.3,200,"Pediatrics, Diagnostics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03814,Shree Surat MultiSpeciality Hospital Unit 1,Surat,Gujarat,328167,Diagnostic Centre,Private,4.3,150,"Oncology, Neurology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03815,City Bilaspur Super Speciality Hospital,Bilaspur,Chhattisgarh,806223,Diagnostic Centre,Government,4.2,300,"General Medicine, Orthopedics, Oncology, Cardiology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03816,Medistar Agra Super Speciality Hospital,Agra,Uttar Pradesh,478055,Multispeciality,Private,4.3,50,"Nephrology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03817,Shree Ludhiana Super Speciality Hospital Unit 2,Ludhiana,Punjab,801125,Diagnostic Centre,Charitable,3.8,75,"Emergency, Oncology, Orthopedics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03818,Care Asansol Super Speciality Hospital Unit 2,Asansol,West Bengal,411261,Clinic,Trust,4.9,100,"Orthopedics, Diagnostics, Pediatrics, General Medicine, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03819,Medistar Bareilly Medical Centre,Bareilly,Uttar Pradesh,346650,Multispeciality,Trust,4.7,20,"General Medicine, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03820,Medistar Bareilly Super Speciality Hospital,Bareilly,Uttar Pradesh,315858,Clinic,Private,4.6,30,"General Medicine, Emergency, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03821,Medistar Kollam Clinic,Kollam,Kerala,531366,Clinic,Private,3.8,100,"Emergency, Oncology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03822,Crystal Gandhinagar Medical Centre,Gandhinagar,Gujarat,421520,Super Speciality,Charitable,4.2,200,"Diagnostics, Emergency, General Medicine, Nephrology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03823,Medistar Jabalpur Clinic,Jabalpur,Madhya Pradesh,113459,Clinic,Trust,4.6,300,"Diagnostics, Orthopedics, Neurology, Oncology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03824,Aarogya Madurai Health Centre,Madurai,Tamil Nadu,137501,Super Speciality,Private,3.6,100,"Nephrology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03825,Aarogya Noida MultiSpeciality Hospital,Noida,Uttar Pradesh,650881,Diagnostic Centre,Government,3.9,100,"Neurology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03826,Nova Chennai Clinic Unit 3,Chennai,Tamil Nadu,281762,Diagnostic Centre,Trust,4.5,30,"Orthopedics, Pediatrics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03827,Care Jaipur MultiSpeciality Hospital,Jaipur,Rajasthan,712044,Clinic,Private,3.9,20,"General Medicine, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03828,Pioneer Silchar Clinic Unit 2,Silchar,Assam,466392,Multispeciality,Trust,3.6,50,"Cardiology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03829,Metro Visakhapatnam Hospital,Visakhapatnam,Andhra Pradesh,336805,Clinic,Private,3.4,30,"Emergency, Neurology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03830,Harmony Chandigarh Hospital,Chandigarh,Chandigarh,252989,Clinic,Government,4.8,75,"Pediatrics, Orthopedics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03831,Prime Kanpur Medical Centre,Kanpur,Uttar Pradesh,125809,Multispeciality,Private,4.4,15,"Cardiology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03832,Metro Aurangabad Clinic,Aurangabad,Maharashtra,804465,Clinic,Private,4.3,75,"Oncology, General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03833,Pioneer Jaipur Hospital Unit 2,Jaipur,Rajasthan,448391,Clinic,Private,4.5,500,"Cardiology, Nephrology, Neurology, Diagnostics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03834,Harmony Mysuru Super Speciality Hospital,Mysuru,Karnataka,409764,Super Speciality,Private,4.0,150,"Emergency, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03835,Lotus Ujjain Health Centre,Ujjain,Madhya Pradesh,113645,Super Speciality,Private,3.3,75,"General Medicine, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03836,Veda Faridabad Hospital Unit 1,Faridabad,Haryana,167410,Diagnostic Centre,Private,4.8,150,"Nephrology, Gynaecology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03837,Sanjeevani Gwalior Clinic,Gwalior,Madhya Pradesh,623680,Diagnostic Centre,Trust,3.5,20,"Neurology, Orthopedics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03838,Prime Mysuru MultiSpeciality Hospital,Mysuru,Karnataka,680312,Diagnostic Centre,Government,4.7,50,"Pediatrics, Gynaecology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03839,City Gurugram MultiSpeciality Hospital Unit 2,Gurugram,Haryana,278417,Diagnostic Centre,Private,3.5,30,"Gynaecology, Emergency, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03840,Shree Kochi Health Centre,Kochi,Kerala,740601,Super Speciality,Private,3.5,100,"Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03841,Fortune Salem Super Speciality Hospital Unit 3,Salem,Tamil Nadu,154425,Multispeciality,Trust,4.7,75,"Pediatrics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03842,City Dehradun Medical Centre,Dehradun,Uttarakhand,272368,Super Speciality,Private,3.5,500,"Oncology, Neurology, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03843,Aarogya Faridabad Health Centre Unit 2,Faridabad,Haryana,146287,Clinic,Government,3.6,100,"Neurology, Orthopedics, Gynaecology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03844,Lotus Kota MultiSpeciality Hospital,Kota,Rajasthan,689671,Multispeciality,Private,3.5,100,"Gynaecology, Emergency, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03845,Crystal Mumbai Super Speciality Hospital,Mumbai,Maharashtra,132683,Super Speciality,Trust,3.3,500,"Gynaecology, General Medicine, Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03846,Nova Raipur Clinic,Raipur,Chhattisgarh,472141,Super Speciality,Government,3.3,30,"Orthopedics, Gynaecology, Diagnostics, Oncology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03847,Shree Surat Hospital,Surat,Gujarat,694637,Multispeciality,Private,4.2,20,"Diagnostics, Pediatrics, Emergency, Gynaecology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03848,Lotus Agartala MultiSpeciality Hospital,Agartala,Tripura,759878,Diagnostic Centre,Government,4.5,30,"Pediatrics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03849,Apex Ajmer Super Speciality Hospital,Ajmer,Rajasthan,153348,Super Speciality,Charitable,3.8,100,"Diagnostics, Orthopedics, Emergency, Gynaecology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03850,Aarogya Korba Super Speciality Hospital,Korba,Chhattisgarh,775993,Clinic,Private,3.4,100,"Cardiology, Diagnostics, General Medicine, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03851,Medistar Nagpur MultiSpeciality Hospital,Nagpur,Maharashtra,259774,Diagnostic Centre,Private,3.7,20,"Neurology, Nephrology, Diagnostics, Oncology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03852,Aarogya Shillong Super Speciality Hospital Unit 2,Shillong,Meghalaya,531839,Super Speciality,Charitable,4.5,500,"Nephrology, General Medicine, Gynaecology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03853,Guardian Gorakhpur MultiSpeciality Hospital,Gorakhpur,Uttar Pradesh,318253,Clinic,Trust,4.6,100,"General Medicine, Neurology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03854,Harmony Jabalpur Super Speciality Hospital Unit 2,Jabalpur,Madhya Pradesh,419259,Clinic,Private,3.9,20,"Pediatrics, General Medicine, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03855,Fortune Dehradun Hospital,Dehradun,Uttarakhand,309297,Super Speciality,Private,4.6,75,"General Medicine, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03856,Sanjeevani Gurugram Super Speciality Hospital,Gurugram,Haryana,759170,Diagnostic Centre,Private,4.3,15,"Gynaecology, Cardiology, Orthopedics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03857,Medistar Madurai Medical Centre,Madurai,Tamil Nadu,685693,Diagnostic Centre,Private,4.0,200,"General Medicine, Neurology, Nephrology, Oncology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03858,WellCare Ludhiana MultiSpeciality Hospital,Ludhiana,Punjab,148812,Super Speciality,Private,3.9,50,"General Medicine, Nephrology, Cardiology, Oncology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03859,City Thrissur Super Speciality Hospital,Thrissur,Kerala,659152,Multispeciality,Private,3.7,75,"Oncology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03860,Veda Korba Super Speciality Hospital,Korba,Chhattisgarh,615798,Super Speciality,Charitable,3.4,300,"Diagnostics, General Medicine, Emergency, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03861,Harmony Moradabad Health Centre,Moradabad,Uttar Pradesh,570662,Multispeciality,Trust,4.3,15,"Gynaecology, Cardiology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03862,Pioneer Nagpur Medical Centre Unit 3,Nagpur,Maharashtra,544371,Multispeciality,Private,4.2,15,"General Medicine, Pediatrics, Cardiology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03863,City Coimbatore Hospital,Coimbatore,Tamil Nadu,188686,Diagnostic Centre,Private,4.6,50,"Oncology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03864,Aarogya Prayagraj Medical Centre,Prayagraj,Uttar Pradesh,686334,Multispeciality,Private,4.1,200,"General Medicine, Neurology, Emergency, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03865,Guardian Bhagalpur Clinic Unit 2,Bhagalpur,Bihar,657762,Super Speciality,Government,3.7,75,"Oncology, Cardiology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03866,WellCare Kolkata Hospital,Kolkata,West Bengal,607161,Super Speciality,Private,4.4,200,"Orthopedics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03867,Sanjeevani Kolkata Medical Centre,Kolkata,West Bengal,233189,Diagnostic Centre,Private,4.8,20,"Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03868,Fortune Delhi Hospital Unit 1,Delhi,Delhi,386033,Super Speciality,Private,3.8,50,"General Medicine, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03869,Lifeline Guntur Super Speciality Hospital Unit 2,Guntur,Andhra Pradesh,841395,Diagnostic Centre,Charitable,3.2,75,"Orthopedics, Oncology, Emergency, Cardiology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03870,Care Bengaluru Clinic,Bengaluru,Karnataka,117232,Clinic,Private,3.3,30,"Orthopedics, Oncology, General Medicine, Pediatrics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03871,Prime Kochi MultiSpeciality Hospital Unit 2,Kochi,Kerala,568182,Clinic,Private,3.2,300,"Diagnostics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03872,Pioneer Srinagar Medical Centre,Srinagar,Jammu and Kashmir,537305,Super Speciality,Trust,3.6,50,"Cardiology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03873,Pioneer Thiruvananthapuram Super Speciality Hospital,Thiruvananthapuram,Kerala,213167,Clinic,Trust,4.6,500,"General Medicine, Diagnostics, Cardiology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03874,Veda Sagar Clinic,Sagar,Madhya Pradesh,651431,Multispeciality,Charitable,4.2,30,"Pediatrics, Cardiology, Oncology, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03875,Harmony Madurai Health Centre Unit 2,Madurai,Tamil Nadu,422322,Clinic,Trust,3.6,50,"General Medicine, Orthopedics, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03876,Harmony Coimbatore Super Speciality Hospital,Coimbatore,Tamil Nadu,765729,Clinic,Private,4.1,150,"Neurology, Pediatrics, Cardiology, General Medicine, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03877,Sanjeevani Rewa Hospital,Rewa,Madhya Pradesh,265623,Clinic,Government,4.4,200,"Gynaecology, General Medicine, Neurology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03878,Fortune Bhubaneswar Clinic,Bhubaneswar,Odisha,179887,Clinic,Government,4.0,300,"Nephrology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03879,Crystal Kohima Super Speciality Hospital,Kohima,Nagaland,343924,Clinic,Private,3.3,500,"Cardiology, Gynaecology, Emergency, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03880,Lifeline Dehradun MultiSpeciality Hospital Unit 2,Dehradun,Uttarakhand,814469,Diagnostic Centre,Government,3.3,30,"Neurology, Diagnostics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03881,WellCare Surat Super Speciality Hospital,Surat,Gujarat,728273,Clinic,Private,4.0,30,"Cardiology, Orthopedics, Neurology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03882,WellCare Kohima Hospital,Kohima,Nagaland,201683,Diagnostic Centre,Charitable,3.9,20,"Emergency, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03883,Aarogya Shillong Super Speciality Hospital Unit 3,Shillong,Meghalaya,800267,Clinic,Government,4.5,30,"Neurology, Nephrology, Gynaecology, Diagnostics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03884,Aarogya Noida Health Centre Unit 2,Noida,Uttar Pradesh,721546,Diagnostic Centre,Private,4.6,50,"General Medicine, Neurology, Emergency, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03885,WellCare Bhubaneswar Super Speciality Hospital,Bhubaneswar,Odisha,481428,Diagnostic Centre,Private,4.5,100,"Emergency, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03886,Care Tirupati MultiSpeciality Hospital Unit 2,Tirupati,Andhra Pradesh,155143,Multispeciality,Government,3.3,50,"Diagnostics, Orthopedics, Oncology, General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03887,Pioneer Srinagar Health Centre,Srinagar,Jammu and Kashmir,562021,Multispeciality,Private,4.9,100,"Pediatrics, Cardiology, Diagnostics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03888,City Guntur Medical Centre Unit 2,Guntur,Andhra Pradesh,499863,Super Speciality,Private,3.3,15,"Orthopedics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03889,Lotus Aurangabad Clinic Unit 3,Aurangabad,Maharashtra,224881,Multispeciality,Government,4.5,300,"Diagnostics, Emergency, Gynaecology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03890,Fortune Aligarh Health Centre,Aligarh,Uttar Pradesh,581774,Super Speciality,Government,3.6,20,"Pediatrics, Cardiology, Emergency, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03891,Guardian Howrah Clinic,Howrah,West Bengal,402634,Super Speciality,Private,4.8,15,"Nephrology, Oncology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03892,Lifeline Thrissur MultiSpeciality Hospital,Thrissur,Kerala,295979,Diagnostic Centre,Private,4.8,30,"General Medicine, Emergency, Gynaecology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03893,Nova Patna Clinic,Patna,Bihar,333251,Multispeciality,Charitable,4.8,15,"Nephrology, Pediatrics, Neurology, Gynaecology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03894,WellCare Tirupati Clinic,Tirupati,Andhra Pradesh,188655,Super Speciality,Trust,4.5,100,"Gynaecology, Pediatrics, Nephrology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03895,Shree Gwalior Health Centre Unit 1,Gwalior,Madhya Pradesh,169477,Clinic,Private,4.1,30,"Emergency, General Medicine, Diagnostics, Cardiology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03896,Nova Ludhiana Hospital Unit 2,Ludhiana,Punjab,115791,Multispeciality,Private,3.6,30,"Gynaecology, Pediatrics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03897,WellCare Rajahmundry Hospital Unit 2,Rajahmundry,Andhra Pradesh,670746,Multispeciality,Government,3.8,300,"Cardiology, Neurology, Emergency, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03898,Pioneer Aurangabad Hospital,Aurangabad,Maharashtra,738332,Diagnostic Centre,Charitable,3.6,75,"Pediatrics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03899,Pioneer Anantapur MultiSpeciality Hospital Unit 2,Anantapur,Andhra Pradesh,241217,Diagnostic Centre,Government,3.9,30,"Nephrology, Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03900,Guardian Shillong Hospital,Shillong,Meghalaya,287601,Multispeciality,Private,4.5,15,"General Medicine, Orthopedics, Pediatrics, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03901,Medistar Visakhapatnam Super Speciality Hospital Unit 2,Visakhapatnam,Andhra Pradesh,726303,Super Speciality,Government,4.7,300,"Neurology, Emergency, Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03902,Veda Dehradun Health Centre,Dehradun,Uttarakhand,397760,Clinic,Trust,4.3,200,"Gynaecology, Cardiology, General Medicine, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03903,Apex Vadodara Health Centre,Vadodara,Gujarat,428412,Super Speciality,Government,3.9,75,"Gynaecology, Diagnostics, Nephrology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03904,WellCare Visakhapatnam Super Speciality Hospital Unit 2,Visakhapatnam,Andhra Pradesh,455284,Multispeciality,Government,4.6,300,"Oncology, Gynaecology, Nephrology, Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03905,Lotus Chennai Clinic Unit 2,Chennai,Tamil Nadu,298452,Clinic,Private,4.4,75,"General Medicine, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03906,Prime Haridwar Health Centre Unit 1,Haridwar,Uttarakhand,274700,Clinic,Government,4.1,100,"Pediatrics, Neurology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03907,Sanjeevani Hyderabad Hospital Unit 1,Hyderabad,Telangana,532830,Clinic,Private,4.6,200,"Emergency, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03908,Care Nashik Hospital,Nashik,Maharashtra,640239,Multispeciality,Private,4.7,100,"Emergency, Orthopedics, Pediatrics, Cardiology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03909,Medistar Sagar Clinic,Sagar,Madhya Pradesh,693839,Super Speciality,Government,4.5,50,"Pediatrics, General Medicine, Diagnostics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03910,Prime Dehradun Super Speciality Hospital Unit 1,Dehradun,Uttarakhand,687278,Super Speciality,Private,3.6,500,"Gynaecology, Emergency, Diagnostics, Oncology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03911,WellCare Bhubaneswar Clinic,Bhubaneswar,Odisha,746653,Multispeciality,Private,4.9,75,"General Medicine, Orthopedics, Neurology, Nephrology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03912,Apex Jabalpur Medical Centre,Jabalpur,Madhya Pradesh,133236,Clinic,Trust,3.8,50,"General Medicine, Nephrology, Cardiology, Pediatrics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03913,Prime Hyderabad Super Speciality Hospital,Hyderabad,Telangana,486349,Diagnostic Centre,Private,4.8,20,"Emergency, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03914,Apex Rajkot MultiSpeciality Hospital,Rajkot,Gujarat,742185,Super Speciality,Private,4.2,30,"Oncology, Pediatrics, Cardiology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03915,Shree Faridabad Medical Centre Unit 2,Faridabad,Haryana,852898,Diagnostic Centre,Government,3.4,200,"Orthopedics, Oncology, General Medicine, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03916,Prime Margao Medical Centre,Margao,Goa,816025,Clinic,Private,3.5,100,"General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03917,Crystal Warangal Clinic,Warangal,Telangana,146246,Diagnostic Centre,Private,3.8,15,"Gynaecology, Oncology, Nephrology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03918,WellCare Bilaspur Super Speciality Hospital,Bilaspur,Chhattisgarh,329130,Multispeciality,Government,3.9,200,"Neurology, Cardiology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03919,Sunrise Bilaspur MultiSpeciality Hospital Unit 2,Bilaspur,Chhattisgarh,565657,Diagnostic Centre,Private,4.9,20,"Orthopedics, Oncology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03920,Guardian Prayagraj Super Speciality Hospital,Prayagraj,Uttar Pradesh,843429,Multispeciality,Government,4.1,30,"Gynaecology, Neurology, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03921,Sanjeevani Coimbatore Hospital,Coimbatore,Tamil Nadu,629523,Diagnostic Centre,Private,4.4,100,"Gynaecology, General Medicine, Neurology, Emergency, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03922,WellCare Patna Hospital,Patna,Bihar,734392,Multispeciality,Private,3.6,20,"Pediatrics, General Medicine, Emergency, Nephrology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03923,Pioneer Davanagere Medical Centre Unit 2,Davanagere,Karnataka,819738,Super Speciality,Private,4.1,50,"Diagnostics, Neurology, Orthopedics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03924,Crystal Dehradun Medical Centre,Dehradun,Uttarakhand,110155,Diagnostic Centre,Private,3.9,75,"Gynaecology, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03925,Lifeline Davanagere MultiSpeciality Hospital,Davanagere,Karnataka,800689,Super Speciality,Private,3.5,75,"Orthopedics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03926,Sunrise Bilaspur Clinic,Bilaspur,Chhattisgarh,468440,Super Speciality,Trust,4.3,150,"Diagnostics, Gynaecology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03927,Fortune Tirupati MultiSpeciality Hospital,Tirupati,Andhra Pradesh,467617,Diagnostic Centre,Private,3.8,75,"General Medicine, Gynaecology, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03928,Crystal Haridwar Health Centre,Haridwar,Uttarakhand,455229,Clinic,Government,3.8,100,"Neurology, Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP03929,Sunrise Sagar Super Speciality Hospital,Sagar,Madhya Pradesh,457806,Multispeciality,Trust,3.6,15,"Pediatrics, Nephrology, Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
