package_code,procedure_name,speciality,package_rate,category,level_of_care
SG070,Total thyroidectomy,"General Surgery, Surgical Oncology, Pediatric Surgery, ENT",20000,Surgical,Tertiary
SG070,Total Thyroidectomy with Block Dissection,"General Surgery, Surgical Oncology, Pediatric Surgery, ENT",28000,Surgical,Tertiary
SG071,Excision of Parathyroid Adenoma,"General Surgery, Surgical Oncology, Pediatric Surgery",20400,Surgical,Tertiary
SG071,Excision of Parathyroid Carcinoma,"General Surgery, Surgical Oncology, Pediatric Surgery",20400,Surgical,Tertiary
SG072,Thymectomy,"General Surgery, Pediatric Surgery",28000,Surgical,Tertiary
SG073,Sympathectomy,"General Surgery, Pediatric Surgery",15000,Surgical,Tertiary
SG074,Breast Lump Excision (Benign),"General Surgery, Surgical Oncology",6000,Surgical,Tertiary
SG075,Simple Mastectomy,"General Surgery, Surgical Oncology",20000,Surgical,Tertiary
SG075,Radical / Modified Radical Mastectomy,"General Surgery, Surgical Oncology",25000,Surgical,Tertiary
SG076,Excision Mammary Fistula,General Surgery,14500,Surgical,Tertiary
SG077,Intercostal drainage Only,"General Surgery, Pediatric Surgery, CTVS",4800,Surgical,Tertiary
SG078,Rib Resection & Drainage,"General Surgery, Pediatric Surgery",14000,Surgical,Tertiary
SG079,Thoracoplasty,"General Surgery, Pediatric Surgery",20000,Surgical,Tertiary
SG080,Decortication (Pleurectomy),"General Surgery, Pediatric Surgery",28000,Surgical,Tertiary
SG081,Thoracoscopic,"General Surgery, Pediatric Surgery, Surgical Oncology",27500,Surgical,Tertiary
SG081,Open,"General Surgery, Pediatric Surgery, Surgical Oncology",27500,Unknown,Tertiary
SG082,Thoracoscopic Segmental Resection,"General Surgery, Pediatric Surgery",25000,Surgical,Tertiary
SG083,Lung Hydatid Cyst removal,"General Surgery, Pediatric Surgery",20000,Surgical,Tertiary
SG084,Incision & Drainage of Abscess,"General Surgery, Pediatric Surgery",5000,Surgical,Tertiary
SG085,Lipoma Excision,General Surgery,5000,Surgical,Tertiary
SG085,Cyst Excision,General Surgery,5000,Unknown,Tertiary
SG085,Other cutaneous swellings Excision,General Surgery,5000,Unknown,Tertiary
SG086,Debridement of Ulcer,General Surgery,5000,Surgical,Tertiary
SG087,Flap Reconstructive Surgery,"General Surgery, Surgical Oncology",20000,Surgical,Tertiary
SG088,Free Grafts - Wolfe Grafts,"General Surgery, Plastic & Reconstructive Surgery",14000,Surgical,Tertiary
SG089,Tissue Reconstruction Flap,General Surgery,25000,Surgical,Tertiary
SG090,Small (< 4% TBSA),"General Surgery, Plastic & Reconstructive Surgery, Pediatric Surgery",13500,Surgical,Tertiary
SG090,Medium (4 - 8% TBSA),"General Surgery, Plastic & Reconstructive Surgery, Pediatric Surgery",13500,Surgical,Tertiary
SG090,Large (> 8% TBSA),"General Surgery, Plastic & Reconstructive Surgery, Pediatric Surgery",13500,Surgical,Tertiary
SG091,Skin Flaps - Rotation Flaps,"General Surgery, Surgical Oncology, Plastic & Reconstructive Surgery",11400,Surgical,Tertiary
SG092,Tendon Transfer,"General Surgery, Orthopedics",15000,Surgical,Tertiary
SG093,Lymphatics Excision of Subcutaneous Tissues In Lymphoedema,General Surgery,10000,Surgical,Tertiary
SG094,AV Fistula without prosthesis,General Surgery,6000,Surgical,Tertiary
SG095,Management of Varicose Veins,General Surgery,14000,Surgical,Tertiary
SG096,Lymph Node,"General Surgery, Pediatric Surgery, Obstetrics & Gynecology",5000,Unknown,Tertiary
SG096,Endometrial Aspiration,"General Surgery, Pediatric Surgery, Obstetrics & Gynecology",2000,Unknown,Tertiary
SG096,Cervix Cancer screening (PAP + Colposcopy),"General Surgery, Pediatric Surgery, Obstetrics & Gynecology",1000,Surgical,Tertiary
SG096,Cervical (Neck),"General Surgery, Pediatric Surgery, Obstetrics & Gynecology",1500,Unknown,Tertiary
SG096,Vulval,"General Surgery, Pediatric Surgery, Obstetrics & Gynecology",1500,Unknown,Tertiary
SG097,Stoma Management follow up of Ileostomy,General Surgery,4500,Unknown,Tertiary
SG097,Stoma Management follow up of Colostomy,General Surgery,4500,Unknown,Tertiary
SG098,Foreign Body Removal,"General Surgery, Pediatric Surgery, ENT",5000,Surgical,Tertiary
SL001,Pinna surgery for tumour,"ENT, Surgical Oncology",8600,Surgical,Tertiary
SL001,Pinna surgery for trauma,ENT,8600,Surgical,Primary
SL002,Tympanoplasty,ENT,12900,Surgical,Primary
SL003,Stapedectomy,ENT,13000,Surgical,Primary
SL003,Tympanotomy,ENT,13000,Surgical,Primary
SL004,Simple,"ENT, Surgical Oncology",28000,Surgical,Tertiary
SL004,Radical,"ENT, Surgical Oncology",28000,Surgical,Tertiary
SL005,Unilateral,"ENT, Surgical Oncology",5000,Surgical,Tertiary
SL005,Bilateral,"ENT, Surgical Oncology",5000,Surgical,Tertiary
SL006,Endoscopic DCR,ENT,19300,Surgical,Primary
SL007,Epistaxis treatment - packing,ENT,1800,Unknown,Primary
SL008,Functional septo rhinoplasty,ENT,21800,Surgical,Primary
SL009,Septoplasty,ENT,12000,Surgical,Primary
SL010,Fracture - setting nasal bone,ENT,8000,Surgical,Primary
SL011,Inferior turbinate reduction under GA,ENT,5700,Surgical,Primary
SL012,Open sinus surgery,ENT,15000,Surgical,Primary
SL013,Functional Endoscopic Sinus (FESS),ENT,11000,Surgical,Primary
SL014,Ant. Ethmoidal artery ligation - Open,ENT,15000,Surgical,Primary
SL014,Ant. Ethmoidal artery ligation - Endoscopic,ENT,15000,Surgical,Primary
SL014,Sphenopalatine artery ligation - Open,ENT,15000,Unknown,Primary
SL014,Sphenopalatine artery ligation - Endoscopic,ENT,15000,Unknown,Primary
SL015,Adenoidectomy,ENT,5000,Surgical,Primary
SL016,Tonsillectomy - U/L,ENT,7500,Surgical,Primary
SL016,Tonsillectomy - B/L,ENT,7500,Surgical,Primary
SL017,Peritonsillar abscess drainage,"ENT, Pediatric Surgery",5800,Surgical,Tertiary
SL017,Intraoral calculus removal,"ENT, Pediatric Surgery",5800,Unknown,Tertiary
SL018,Thyroglossal cyst excision,ENT,15300,Surgical,Primary
SL018,Thyroglossal sinus excision,ENT,15300,Unknown,Primary
SL018,Thyroglossal fistula excision,ENT,15300,Surgical,Primary
SL018,Branchial sinus excision,ENT,15300,Surgical,Primary
SL018,Branchial fistula excision,ENT,15300,Surgical,Primary
SL019,Uvulopalatopharyngoplasty (UPPP),"ENT, Pediatric Surgery",18600,Surgical,Tertiary
SL020,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx without reconstruction,"ENT, Surgical Oncology",10000,Unknown,Tertiary
SL020,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with pedicled flap reconstruction,"ENT, Surgical Oncology",36500,Unknown,Tertiary
SL020,Excision of tumour of oral cavity / paranasal sinus / laryngopharynx with free flap reconstruction,"ENT, Surgical Oncology",25000,Unknown,Tertiary
SL021,Total Parotidectomy,"ENT, Surgical Oncology, General Surgery",28200,Surgical,Tertiary
SL021,Superficial Parotidectomy,"ENT, Surgical Oncology, General Surgery",23800,Surgical,Tertiary
SL022,Removal of Submandibular Salivary gland,ENT,9000,Surgical,Primary
SL022,Removal of Ranula,ENT,9000,Surgical,Primary
SL022,Removal of Submandibular Lymph node,ENT,9000,Surgical,Primary
SL023,Rigid laryngoscopy - Diagnostic + / - biopsy,"ENT, Pediatric Surgery",7000,Unknown,Tertiary
SL023,Rigid bronchoscopy - Diagnostic + / - biopsy,"ENT, Pediatric Surgery",7000,Unknown,Tertiary
SL023,Rigid oesophagoscopy - Diagnostic + / - biopsy,"ENT, Pediatric Surgery",7000,Unknown,Tertiary
SL024,Microlaryngeal surgery with or without laser,ENT,17000,Surgical,Primary
SL025,Open laryngeal framework surgery / Thyroplasty,"ENT, Surgical Oncology",5000,Unknown,Tertiary
SL026,Tracheostomy,"ENT, All Specialties",6000,Surgical,Tertiary
SL026,Tracheotomy,"ENT, All Specialties",6000,Unknown,Tertiary
SL027,Selective Benign neck tumour excision,"ENT, Surgical Oncology, General Surgery",18800,Unknown,Tertiary
SL027,Comprehensive Benign neck tumour excision,"ENT, Surgical Oncology, General Surgery",18800,Unknown,Tertiary
SL027,Selective Pharyngeal diverticulum excision,"ENT, Surgical Oncology, General Surgery",18800,Surgical,Tertiary
SL027,Comprehensive Pharyngeal diverticulum excision,"ENT, Surgical Oncology, General Surgery",18800,Surgical,Tertiary
SL028,Deep neck abscess drainage,"ENT, General Surgery, Pediatric Surgery",16800,Surgical,Tertiary
SL028,Post trauma neck exploration,"ENT, General Surgery, Pediatric Surgery",16800,Unknown,Tertiary
SL029,Endoscopic CSF Rhinorrhea Repair,"ENT, Surgical Oncology, Neurosurgery",26000,Surgical,Tertiary
SL029,Optic nerve decompression,"ENT, Surgical Oncology",25500,Unknown,Tertiary
SL029,Orbital decompression,"ENT, Surgical Oncology",25500,Unknown,Tertiary
SL029,Craniofacial resection,"ENT, Surgical Oncology",25500,Surgical,Tertiary
SL029,Maxillary swing,"ENT, Surgical Oncology",25500,Unknown,Tertiary
SL030,Endoscopic Hypophysectomy,"ENT, Surgical Oncology",39800,Surgical,Tertiary
SL030,Clival tumour excision,"ENT, Surgical Oncology",39800,Unknown,Tertiary
SL031,Subtotal petrosectomy,"ENT, Surgical Oncology",24700,Unknown,Tertiary
SL031,Post-traumatic facial nerve decompression,"ENT, Surgical Oncology",24700,Unknown,Tertiary
SL031,CSF Otorrhoea repair,"ENT, Surgical Oncology",24700,Unknown,Tertiary
SL032,Fisch approach,"ENT, Surgical Oncology",39900,Unknown,Tertiary
SL032,Translabyrinthine approach,"ENT, Surgical Oncology",39900,Unknown,Tertiary
SL032,Transcochlear approach,"ENT, Surgical Oncology",39900,Unknown,Tertiary
SL032,Temporal Bone resection,"ENT, Surgical Oncology",39900,Surgical,Tertiary
SL033,Closed reduction for fracture of maxilla,ENT,9200,Surgical,Primary
SL033,Closed reduction for fracture of mandible,ENT,9200,Unknown,Primary
SL033,Closed reduction for fracture of zygoma,ENT,9200,Unknown,Primary
SL033,Closed reduction and Intermaxillary fixation for fracture of mandible,ENT,9200,Unknown,Primary
SL034,Open reduction and internal fixation of maxilla,"ENT, Oral & Maxillofacial Surgery, Plastic Surgery",14000,Surgical,Tertiary
SL034,Open reduction and internal fixation of mandible,"ENT, Oral & Maxillofacial Surgery, Plastic Surgery",14000,Unknown,Tertiary
SL034,Open reduction and internal fixation of zygoma,"ENT, Oral & Maxillofacial Surgery, Plastic Surgery",14000,Unknown,Tertiary
SL035,Turbinate reduction,ENT,1200,Unknown,Primary
SL035,Biopsy,ENT,1200,Unknown,Primary
SL035,Intratympanic injections,ENT,1200,Unknown,Primary
SL035,Wide bore aspiration,ENT,1200,Unknown,Primary
SM001,Extraction of impacted tooth under LA,Oral & Maxillofacial Surgery,500,Surgical,Tertiary
SM002,Sequestrectomy,Oral & Maxillofacial Surgery,1500,Surgical,Tertiary
SM003,TM joint ankylosis of both jaws - under GA,Oral & Maxillofacial Surgery,15000,Surgical,Tertiary
SM004,Closed reduction (1 jaw) using wires - under LA,Oral & Maxillofacial Surgery,5000,Surgical,Tertiary
SM004,Open reduction (1 jaw) and fixing of plates / wire – under GA,Oral & Maxillofacial Surgery,12000,Surgical,Tertiary
SM005,Enucleation / excision / marsupialization for cyst & tumour of Maxilla under LA,Oral & Maxillofacial Surgery,2500,Surgical,Tertiary
SM005,Enucleation / excision / marsupialization for cyst & tumour of Mandible under LA,Oral & Maxillofacial Surgery,2500,Surgical,Tertiary
SM006,Mandible Tumour Resection and reconstruction / Cancer surgery,Oral & Maxillofacial Surgery,6000,Surgical,Tertiary
SM007,Release of fibrous bands & grafting - in (OSMF) treatment under GA,Oral & Maxillofacial Surgery,3000,Surgical,Tertiary
SN001,Depressed Fracture,Neurosurgery,40000,Surgical,Tertiary
SN002,CranioPlasty with Endogenous graft,Neurosurgery,20000,Surgical,Tertiary
SN002,CranioPlasty with Exogenous graft,Neurosurgery,20000,Surgical,Tertiary
SN003,Twist Drill Craniostomy,Neurosurgery,15000,Surgical,Tertiary
SN004,Craniostenosis,Neurosurgery,28000,Surgical,Tertiary
SN005,Anterior,Neurosurgery,36000,Surgical,Tertiary
SN005,Lumbar,Neurosurgery,36000,Surgical,Tertiary
SN005,Occipital,Neurosurgery,50000,Surgical,Tertiary
SN006,Gocussa,Neurosurgery,50000,Surgical,Tertiary
SN006,Posterior,Neurosurgery,50000,Surgical,Tertiary
SN007,Duroplasty with Endogenous graft,Neurosurgery,12500,Surgical,Tertiary
SN007,Duroplasty with Exogenous graft,Neurosurgery,12500,Surgical,Tertiary
SN008,Burr hole,Neurosurgery,7000,Surgical,Tertiary
SN008,Burr hole surgery with chronic Sub Dural Haematoma,Neurosurgery,20000,Surgical,Tertiary
SN009,Head injuries,Neurosurgery,55000,Surgical,Tertiary
SN009,Hypertensive,Neurosurgery,50000,Surgical,Tertiary
SN009,Child - subdural,Neurosurgery,50000,Surgical,Tertiary
SN010,Excision of Brain Abscess,Neurosurgery,36000,Surgical,Tertiary
SN011,Abscess Tapping,Neurosurgery,20000,Surgical,Tertiary
SN012,Epilepsy Surgery,Neurosurgery,50000,Surgical,Tertiary
SN013,Brain Biopsy,Neurosurgery,15000,Surgical,Tertiary
SN014,Excision of Orbital Tumour,Neurosurgery,40000,Surgical,Tertiary
SN015,Parasagital,Neurosurgery,50000,Surgical,Tertiary
SN015,Basal,Neurosurgery,50000,Surgical,Tertiary
SN015,Brainstem,Neurosurgery,50000,Surgical,Tertiary
SN015,C P Angle,Neurosurgery,50000,Surgical,Tertiary
SN015,Supratentorial & others,Neurosurgery,55000,Surgical,Tertiary
SN016,Stereotactic Lesioning,Neurosurgery,60000,Surgical,Tertiary
SN017,Trans Sphenoidal Surgery,Neurosurgery,50000,Surgical,Tertiary
SN018,Trans oral Surgery,Neurosurgery,40000,Surgical,Tertiary
SN019,Transoral surgery (Anterior) and CV Junction (Posterior Sterilisation),Neurosurgery,55000,Surgical,Tertiary
SN020,External Ventricular Drainage (EVD) including antibiotics,Neurosurgery,30000,Surgical,Tertiary
SN021,Ventricular Puncture,Neurosurgery,15000,Surgical,Tertiary
SN022,Ventriculo - peritoneal,Neurosurgery,30000,Surgical,Tertiary
SN022,Ventriculo - pleural,Neurosurgery,30000,Surgical,Tertiary
SN022,Ventriculo - atrial,Neurosurgery,30000,Surgical,Tertiary
SN022,Theco - peritoneal,Neurosurgery,30000,Surgical,Tertiary
SN023,Aneurysm Clipping including angiogram,Neurosurgery,50000,Surgical,Tertiary
SN024,Superficial Temporal Artery (STA): middle cerebral artery (MCA) or (other EC - IC) Bypass procedure,Neurosurgery,60000,Surgical,Tertiary
SN025,Intracranial,Neurosurgery,50000,Surgical,Tertiary
SN025,Intraspinal,Neurosurgery,50000,Surgical,Tertiary
SN025,Scalp,Neurosurgery,25000,Surgical,Tertiary
SN026,Foramen Magnum Decompression,Neurosurgery,45000,Surgical,Tertiary
SN027,Skull Traction,Neurosurgery,8000,Surgical,Tertiary
SN028,Posterior Cervical Discetomy without implant,Neurosurgery,30000,Surgical,Tertiary
SN029,Posterior Cervical Fusion with implant (Lateral mass fixation),Neurosurgery,50000,Surgical,Tertiary
SN030,Cervical Disc Multiple level without Fusion,Neurosurgery,40000,Surgical,Tertiary
SN031,Excision of Cervical Ribs,Neurosurgery,20000,Surgical,Tertiary
SN032,Thoracic Corpectomy with fusion,"Neurosurgery, Orthopedics",60000,Surgical,Tertiary
SN032,Lumbar Corpectomy with fusion,"Neurosurgery, Orthopedics",60000,Surgical,Tertiary
SN033,Lumbar Discectomy,Neurosurgery,30000,Surgical,Tertiary
SN034,Laminectomy with Fusion,"Neurosurgery, Orthopedics",40000,Surgical,Tertiary
SN034,Laminectomy with Fusion and fixation,"Neurosurgery, Orthopedics",40000,Surgical,Tertiary
SN035,Neurectomy,Neurosurgery,16000,Surgical,Tertiary
SN035,Neurectomy - Trigeminal,"Neurosurgery, ENT, Oral & Maxillofacial Surgery",16500,Surgical,Tertiary
SN036,Cervical,Neurosurgery,40000,Surgical,Tertiary
SN036,Lumbar,Neurosurgery,40000,Surgical,Tertiary
SN037,Surgery for Spinal Canal Stenosis,Neurosurgery,40000,Surgical,Tertiary
SN038,Spine - Decompression & Fusion,"Neurosurgery, Orthopedics",40000,Surgical,Tertiary
SN038,Spine - Decompression & Fusion with fixation,"Neurosurgery, Orthopedics",40000,Surgical,Tertiary
SN039,Spine - Extradural Haematoma,Neurosurgery,30000,Surgical,Tertiary
SN039,Spine - Extradural Haematoma with fixation,Neurosurgery,30000,Surgical,Tertiary
SN040,Spine - Intradural Haematoma,Neurosurgery,40000,Surgical,Tertiary
SN040,Spine - Intradural Haematoma with fixation,Neurosurgery,40000,Surgical,Tertiary
SN041,Spine - Extradural Tumour,Neurosurgery,30000,Surgical,Tertiary
SN041,Spine - Extradural Tumour with fixation,Neurosurgery,30000,Surgical,Tertiary
SN042,Spine - Intradural Tumour,Neurosurgery,40000,Surgical,Tertiary
SN042,Spine - Intradural Tumour with fixation,Neurosurgery,40000,Surgical,Tertiary
SN043,Spine - Intramedullar Tumour,Neurosurgery,50000,Surgical,Tertiary
SN043,Spine - Intramedullar Tumour with fixation,Neurosurgery,50000,Surgical,Tertiary
SN044,R. F. Lesioning for Trigeminal Neuralgia,Neurosurgery,16500,Surgical,Tertiary
SN045,Brachial Plexus – Repair,Neurosurgery,27000,Surgical,Tertiary
SN046,Carpal Tunnel Release,"Neurosurgery, Orthopedics",10000,Surgical,Tertiary
SN047,Nerve Decompression,Neurosurgery,16000,Surgical,Tertiary
SN048,Cranial Nerve Anastomosis,Neurosurgery,32000,Surgical,Tertiary
SN049,Minor,Neurosurgery,15000,Surgical,Tertiary
SN049,Major,Neurosurgery,30000,Surgical,Tertiary
SN050,Nerve Biopsy excluding Hensens,Neurosurgery,7000,Surgical,Tertiary
SN051,Muscle Biopsy with report,Neurosurgery,7000,Surgical,Tertiary
SN052,Anterior Encephalocele,Neurosurgery,50000,Surgical,Tertiary
SN053,Spina Bifida Surgery,Neurosurgery,36000,Surgical,Tertiary
SN054,Gamma Knife radiosurgery (GKRS) / SRS for tumours / Arteriovenous malformation (AVM),Neurosurgery,75000,Surgical,Tertiary
SO001,Lap. Salpingo-oophrectomy,Obstetrics & Gynecology,14000,Unknown,Tertiary
SO002,Laparotomy and proceed for Ovarian Cancers. Omentomy with Bilateral Salpingo-oophorectomy,"Obstetrics & Gynecology, Surgical Oncology, Pediatric Surgery",38000,Surgical,Tertiary
SO003,Laparoscopic tubal surgeries (for any indication including ectopic pregnancy),Obstetrics & Gynecology,13900,Surgical,Tertiary
SO004,Procedure on Fallopian Tube for establishing Tubal Patency,Obstetrics & Gynecology,11600,Unknown,Tertiary
SO005,Laparotomy for broad ligament haematoma,Obstetrics & Gynecology,16000,Surgical,Tertiary
SO006,Abdominal Myomectomy,Obstetrics & Gynecology,20000,Surgical,Tertiary
SO007,Hysteroscopic myomectomies,Obstetrics & Gynecology,9900,Surgical,Tertiary
SO008,Polypectomy,Obstetrics & Gynecology,1500,Surgical,Tertiary
SO009,Hysteroscopic polypectomy,Obstetrics & Gynecology,7200,Surgical,Tertiary
SO010,Abdominal Hysterectomy,"Obstetrics & Gynecology, Surgical Oncology",20000,Unknown,Tertiary
SO010,Abdominal Hysterectomy + Salpingo-oophorectomy,"Obstetrics & Gynecology, Surgical Oncology",20000,Surgical,Tertiary
SO010,Non descent vaginal hysterectomy,Obstetrics & Gynecology,20000,Surgical,Tertiary
SO010,Vaginal hysterectomy with anterior and posterior colpoperineorrhaphy,Obstetrics & Gynecology,20000,Surgical,Tertiary
SO010,Laparoscopic hysterectomy (TLH),"Obstetrics & Gynecology, Pediatric Surgery",20000,Surgical,Tertiary
SO010,Laparoscopically assisted vaginal hysterectomy (LAVH),"Obstetrics & Gynecology, Pediatric Surgery",20000,Unknown,Tertiary
SO011,Caesarean hysterectomy,Obstetrics & Gynecology,20000,Surgical,Tertiary
SO012,Manchester Repair,Obstetrics & Gynecology,15000,Unknown,Tertiary
SO013,Surgeries for Prolapse - Sling Surgeries,Obstetrics & Gynecology,28900,Surgical,Tertiary
SO014,Hysterotomy,Obstetrics & Gynecology,5000,Unknown,Tertiary
SO015,Lap. Surgery for Endometriosis (Other than Hysterectomy),Obstetrics & Gynecology,11200,Unknown,Tertiary
SO016,With biopsy,Obstetrics & Gynecology,6000,Surgical,Tertiary
SO016,Without biopsy,Obstetrics & Gynecology,6000,Surgical,Tertiary
SO017,Hysteroscopic IUCD removal,Obstetrics & Gynecology,4700,Surgical,Tertiary
SO018,D&C (Dilatation&curretage),Obstetrics & Gynecology,3000,Surgical,Tertiary
SO019,Dilation and Evacuation (D&E),Obstetrics & Gynecology,5000,Surgical,Tertiary
SO020,Pyometra drainage,Obstetrics & Gynecology,5000,Unknown,Tertiary
SO021,Intrauterine transfusions,Obstetrics & Gynecology,11000,Surgical,Tertiary
SO022,Hysteroscopic adhesiolysis,Obstetrics & Gynecology,6900,Surgical,Tertiary
SO023,Laparoscopic adhesiolysis,Obstetrics & Gynecology,6000,Surgical,Tertiary
SO024,Trans-vaginal tape,Obstetrics & Gynecology,15200,Surgical,Tertiary
SO024,Trans-obturator tape,Obstetrics & Gynecology,15200,Surgical,Tertiary
SO025,Open,"Obstetrics & Gynecology, Urology",23900,Surgical,Tertiary
SO025,Lap.,"Obstetrics & Gynecology, Urology",23900,Surgical,Tertiary
SO026,LLETZ (including PAP smear and colposcopy),Obstetrics & Gynecology,9900,Surgical,Tertiary
SO027,Vaginal Sacrospinus fixation with repair,Obstetrics & Gynecology,15000,Unknown,Tertiary
SO028,Excision of Vaginal Septum (vaginal route),Obstetrics & Gynecology,14500,Surgical,Tertiary
SO029,Hymenectomy for imperforate hymen,"Obstetrics & Gynecology, Pediatric Surgery",3000,Surgical,Tertiary
SO030,Anterior & Posterior Colpoperineorrhapy,Obstetrics & Gynecology,8000,Unknown,Tertiary
SO031,Vaginoplasty (McIndoe procedure),Obstetrics & Gynecology,11000,Surgical,Tertiary
SO032,Vaginal repair for vesico-vaginal fistula,"Obstetrics & Gynecology, Urology",34000,Surgical,Tertiary
SO033,Rectovaginal fistula repair,"Obstetrics & Gynecology, Pediatric Surgery",24000,Surgical,Tertiary
SO034,Vulval Hamatoma drainage,Obstetrics & Gynecology,3000,Unknown,Tertiary
SO035,Vulvectomy simple,"Obstetrics & Gynecology, Surgical Oncology",15000,Surgical,Tertiary
SO036,Radical Vulvectomy with Inguinal and Pelvic lymph node disection,"Obstetrics & Gynecology, Surgical Oncology",38500,Surgical,Tertiary
SO037,Abdomino Perineal repair for Mullerian Anomaly,Obstetrics & Gynecology,20000,Unknown,Tertiary
SO038,Pelvic Abscess Management including Colpotomy,Obstetrics & Gynecology,1200,Surgical,Tertiary
SO039,Diagnostic / Staging laparoscopy,"Obstetrics & Gynecology, Pediatric Surgery, Surgical Oncology",9700,Surgical,Tertiary
SO040,Ectopic,Obstetrics & Gynecology,14000,Surgical,Tertiary
SO040,PID,Obstetrics & Gynecology,14000,Unknown,Tertiary
SO041,Laparoscopic cystectomy,Obstetrics & Gynecology,15000,Surgical,Tertiary
SO042,Cystocele - Anterior repair,Obstetrics & Gynecology,6000,Surgical,Tertiary
SO043,Abdominal,Obstetrics & Gynecology,30000,Surgical,Tertiary
SO043,Laparoscopic,Obstetrics & Gynecology,30000,Surgical,Tertiary
SO044,Electro Cauterisation / Cryo Surgery,Obstetrics & Gynecology,4000,Surgical,Tertiary
SO045,EUA for (minor girls / unmarried sexually inactive / victims of sexual abuse),Obstetrics & Gynecology,2000,Unknown,Tertiary
SO046,Hospitalisation for Antenatal Complications,Obstetrics & Gynecology,1800,Unknown,Tertiary
SO047,Amniocentesis,Obstetrics & Gynecology,14500,Surgical,Tertiary
SO048,Chorionic villus sampling,Obstetrics & Gynecology,14500,Surgical,Tertiary
SO049,Cordocentesis,Obstetrics & Gynecology,14500,Surgical,Tertiary
SO050,McDonald's stitch,Obstetrics & Gynecology,4000,Surgical,Tertiary
SO051,Shirodkar's stitch,Obstetrics & Gynecology,4000,Surgical,Tertiary
SO052,Medical management of ectopic pregnancy,Obstetrics & Gynecology,1800,Unknown,Tertiary
SO053,MTP upto 8 weeks,Obstetrics & Gynecology,3500,Surgical,Tertiary
SO053,MTP 8 to 12 weeks,Obstetrics & Gynecology,5000,Surgical,Tertiary
SO053,MTP > 12 weeks,Obstetrics & Gynecology,6500,Surgical,Tertiary
SO054,Pre-mature delivery,Obstetrics & Gynecology,11500,Surgical,Tertiary
SO054,Mothers with eclampsia / imminent eclampsia / severe pre-eclampsia,Obstetrics & Gynecology,11500,Surgical,Tertiary
SO054,Major Fetal malformation requiring intervention immediately after birth,Obstetrics & Gynecology,11500,Surgical,Tertiary
SO054,Mothers with severe anaemia (<7 g/dL),Obstetrics & Gynecology,11500,Surgical,Tertiary
SO054,"Other maternal and fetal conditions as per guidelines-eg previous caesarean section, diabetes, severe growth retardation, etc that qualify for high risk delivery.",Obstetrics & Gynecology,11500,Surgical,Tertiary
SO055,Manual removal of placenta,Obstetrics & Gynecology,8500,Surgical,Tertiary
SO056,Secondary suturing of episiotomy,Obstetrics & Gynecology,2500,Surgical,Tertiary
SO057,Caesarean Delivery,Obstetrics & Gynecology,11500,Surgical,Tertiary
SO058,Re exploration after Caesarean Section,Obstetrics & Gynecology,14000,Unknown,Tertiary
SO058,Re exploration after laparotomy,Obstetrics & Gynecology,14000,Unknown,Tertiary
SO059,Vulvo vaginal cyst enucleation,Obstetrics & Gynecology,4700,Surgical,Tertiary
SO059,Vulvo vaginal cyst drainage,Obstetrics & Gynecology,4700,Unknown,Tertiary
SP001,Pressure Sore – Surgery,Plastic & Reconstructive Surgery,30000,Surgical,Tertiary
SP002,Diabetic Foot – Surgery,Plastic & Reconstructive Surgery,30000,Surgical,Tertiary
SP003,Revascularization of limb / digit,Plastic & Reconstructive Surgery,25000,Surgical,Tertiary
SP004,Ear Pinna Reconstruction with costal cartilage / Prosthesis (including the cost of prosthesis / implants),Plastic & Reconstructive Surgery,30000,Surgical,Tertiary
SP005,Scalp avulsion reconstruction,Plastic & Reconstructive Surgery,50000,Surgical,Tertiary
SP006,Tissue Expander for disfigurement following burns,Plastic & Reconstructive Surgery,50000,Surgical,Tertiary
SP006,Tissue Expander for disfigurement following trauma,Plastic & Reconstructive Surgery,50000,Surgical,Tertiary
SP006,Tissue Expander for disfigurement following congenital deformity,Plastic & Reconstructive Surgery,50000,Surgical,Tertiary
SP007,Sclerotherapy under GA,Plastic & Reconstructive Surgery,35000,Surgical,Tertiary
SP007,Debulking,Plastic & Reconstructive Surgery,35000,Surgical,Tertiary
SP007,Excision,Plastic & Reconstructive Surgery,35000,Surgical,Tertiary
SP008,NPWT,Plastic & Reconstructive Surgery,2000,Surgical,Tertiary
SS001,Cleft Lip and Palate Surgery (per stage),"Pediatric Surgery, Oral & Maxillofacial Surgery, Plastic & Reconstructive Surgery",15000,Surgical,Tertiary
SS002,Ankyloglossia Minor,Pediatric Surgery,5000,Surgical,Tertiary
SS002,Ankyloglossia Major,Pediatric Surgery,15000,Surgical,Tertiary
SS003,Anti GERD Surgery,Pediatric Surgery,10000,Surgical,Tertiary
SS004,Gastrostomy + Esophagoscopy + Threading,Pediatric Surgery,20000,Surgical,Tertiary
SS005,Ladds Procedure,Pediatric Surgery,30000,Surgical,Tertiary
SS006,Duplication Cyst Excision,Pediatric Surgery,20000,Surgical,Tertiary
SS007,Non – Operative Reduction in infants,Pediatric Surgery,20000,Surgical,Tertiary
SS007,Operative in infants,Pediatric Surgery,25000,Surgical,Tertiary
SS008,Myectomy,Pediatric Surgery,25000,Surgical,Tertiary
SS008,Pull Through,Pediatric Surgery,20000,Surgical,Tertiary
